#START7777
#--------------------------------------------------------------------------------------------------
#  기상청 지상관측 시간자료
#--------------------------------------------------------------------------------------------------
#  1. TM     : 관측시각 (KST)
#  2. STN    : 국내 지점번호
#  3. LON    : 경도 (deg)
#  4. LAT    : 위도 (deg)
#  5. HT     : 노장 해발고도 (m)
#  6. VAL    : 조회된 값
#--------------------------------------------------------------------------------------------------
# YYMMDDHHMI   STN         LON          LAT       HT      VAL
#        KST    ID        (deg)        (deg)     (m)         
202404010000   108 126.96580000  37.57142000   85.67 50
202404010100   108 126.96580000  37.57142000   85.67 53
202404010200   108 126.96580000  37.57142000   85.67 53
202404010300   108 126.96580000  37.57142000   85.67 54
202404010400   108 126.96580000  37.57142000   85.67 56
202404010500   108 126.96580000  37.57142000   85.67 57
202404010600   108 126.96580000  37.57142000   85.67 57
202404010700   108 126.96580000  37.57142000   85.67 58
202404010800   108 126.96580000  37.57142000   85.67 56
202404010900   108 126.96580000  37.57142000   85.67 40
202404011000   108 126.96580000  37.57142000   85.67 28
202404011100   108 126.96580000  37.57142000   85.67 26
202404011200   108 126.96580000  37.57142000   85.67 21
202404011300   108 126.96580000  37.57142000   85.67 16
202404011400   108 126.96580000  37.57142000   85.67 17
202404011500   108 126.96580000  37.57142000   85.67 20
202404011600   108 126.96580000  37.57142000   85.67 20
202404011700   108 126.96580000  37.57142000   85.67 19
202404011800   108 126.96580000  37.57142000   85.67 16
202404011900   108 126.96580000  37.57142000   85.67 20
202404012000   108 126.96580000  37.57142000   85.67 20
202404012100   108 126.96580000  37.57142000   85.67 19
202404012200   108 126.96580000  37.57142000   85.67 21
202404012300   108 126.96580000  37.57142000   85.67 24
202404020000   108 126.96580000  37.57142000   85.67 29
202404020100   108 126.96580000  37.57142000   85.67 33
202404020200   108 126.96580000  37.57142000   85.67 35
202404020300   108 126.96580000  37.57142000   85.67 39
202404020400   108 126.96580000  37.57142000   85.67 40
202404020500   108 126.96580000  37.57142000   85.67 42
202404020600   108 126.96580000  37.57142000   85.67 45
202404020700   108 126.96580000  37.57142000   85.67 42
202404020800   108 126.96580000  37.57142000   85.67 36
202404020900   108 126.96580000  37.57142000   85.67 28
202404021000   108 126.96580000  37.57142000   85.67 28
202404021100   108 126.96580000  37.57142000   85.67 23
202404021200   108 126.96580000  37.57142000   85.67 21
202404021300   108 126.96580000  37.57142000   85.67 20
202404021400   108 126.96580000  37.57142000   85.67 20
202404021500   108 126.96580000  37.57142000   85.67 22
202404021600   108 126.96580000  37.57142000   85.67 32
202404021700   108 126.96580000  37.57142000   85.67 36
202404021800   108 126.96580000  37.57142000   85.67 42
202404021900   108 126.96580000  37.57142000   85.67 49
202404022000   108 126.96580000  37.57142000   85.67 51
202404022100   108 126.96580000  37.57142000   85.67 50
202404022200   108 126.96580000  37.57142000   85.67 53
202404022300   108 126.96580000  37.57142000   85.67 54
202404030000   108 126.96580000  37.57142000   85.67 53
202404030100   108 126.96580000  37.57142000   85.67 48
202404030200   108 126.96580000  37.57142000   85.67 47
202404030300   108 126.96580000  37.57142000   85.67 44
202404030400   108 126.96580000  37.57142000   85.67 44
202404030500   108 126.96580000  37.57142000   85.67 44
202404030600   108 126.96580000  37.57142000   85.67 47
202404030700   108 126.96580000  37.57142000   85.67 45
202404030800   108 126.96580000  37.57142000   85.67 46
202404030900   108 126.96580000  37.57142000   85.67 43
202404031000   108 126.96580000  37.57142000   85.67 42
202404031100   108 126.96580000  37.57142000   85.67 46
202404031200   108 126.96580000  37.57142000   85.67 52
202404031300   108 126.96580000  37.57142000   85.67 52
202404031400   108 126.96580000  37.57142000   85.67 50
202404031500   108 126.96580000  37.57142000   85.67 54
202404031600   108 126.96580000  37.57142000   85.67 55
202404031700   108 126.96580000  37.57142000   85.67 60
202404031800   108 126.96580000  37.57142000   85.67 58
202404031900   108 126.96580000  37.57142000   85.67 58
202404032000   108 126.96580000  37.57142000   85.67 61
202404032100   108 126.96580000  37.57142000   85.67 73
202404032200   108 126.96580000  37.57142000   85.67 74
202404032300   108 126.96580000  37.57142000   85.67 73
202404040000   108 126.96580000  37.57142000   85.67 76
202404040100   108 126.96580000  37.57142000   85.67 72
